OBJECTID,DOCUMENTNBR,CRASHREPORTLINK,CRASHYR,DISTRICTNBR,NLFID,NLFJURCD,NLFCOUNTYCD,NLFROUTETYPECD,COUNTYLOGNBR,ODOTLATITUDENBR,ODOTLONGITUDENBR,ODOTFIPSCD,SEVERITYBYTYPECD,ODPSTOTALFATALITIESNBR,INCAPACINJURIESNBR,NONINCAPACINJURIESNBR,POSSIBLEINJURIESNBR,NOINJURYREPORTEDNBR,UNRESTRAINOCCUPANTS,NUMBEROFUNITSNBR,CRASHTYPECD,FHWARDWYDEPARTUREIND,ODOTINTERSECTIONRELIND,ODOTCRASHLOCATIONCD,FACILITYTYPECD,AREACD,FUNCTIONALCLASSCD,NHSCD,ODOTDIVUNDIVIND,ODOTLANESNBR,OPERACCESSCONTROLCD,FREEWAYIND,INTERSTATEIND,ODOTMAINTAINEDHWYIND,MAINTENANCEAUTHORITYCD,ODOTCITYVILLAGETWPNME,MONTHOFCRASH,TIMEOFCRASH,DAYINWEEKCD,WEATHERCONDCD,ROADCONDPRIMARYCD,ROADCONDSECONDARYCD,LIGHTCONDPRIMARYCD,ROADCONTOURCD,ODPSALCOHOLIND,ODPSDRUGIND,ODPSSCHOOLZONEIND,ODPSMOTORCYCLEIND,ODPSSPEEDIND,ODPSSENIORDRIVERIND,ODPSWORKZONEIND,ODPSLOCINWORKZONECD,ODPSTYPEOFWORKZONECD,ODOTYOUNGDRIVERIND,DISTRACTEDDRIVERIND,ODPSCITYVILLAGETWPNME,ODPSLOCROADDIRCD,ODPSLOCROADNME,ODPSLOCROADSUFFIXCD,ODPSLOCDIRSUFFIXCD,ODPSLOCROUTEPREFIXCD,ODPSLOCROUTEID,ODPSLOCROUTESUFFIXCD,ODPSREFDIRECTIONCD,ODPSREFGIVEN,ODPSREFSUFFIXCD,ODPSREFDIRSUFFIXCD,ODPSREFROUTEPREFIXCD,ODPSREFROUTEID,ODPSREFROUTESUFFIXCD,ODPSADDRESSREFERENCE,ODPSMILEPOSTREFERENCE,ODPSREFPOINTUSEDCD,LOCALREPORTNUMBERID,U1ATFAULTIND,U1ODPSUNITNBR,U1DIRECTIONFROMCD,U1DIRECTIONTOCD,U1TURNCD,U1TRAFFICCONTROLCD,U1TYPEOFUNITCD,U1SPECIALFUNCTIONCD,U1UNITSPEEDNBR,U1POSTEDSPEEDNBR,U1PRECRASHACTIONCD,U1CONTCIRPRIMARYCD,U1CONTCIRSECONDARYCD,U1OBJECTSTRUCK,U1SEQOFEVENTS1CD,U1SEQOFEVENTS2CD,U1SEQOFEVENTS3CD,U1SEQOFEVENTS4CD,U1SEQOFEVENTS5CD,U1SEQOFEVENTS6CD,U1NONMOTORISTLOCCD,U1AGENBR,U1GENDERCD,U1ALCOHDRUGSUSPCTDCD,U1DISTRACTEDBY1CD,U1DISTRACTEDBY2CD,U2ODPSUNITNBR,U2DIRECTIONFROMCD,U2DIRECTIONTOCD,U2TURNCD,U2TRAFFICCONTROLCD,U2TYPEOFUNITCD,U2SPECIALFUNCTIONCD,U2UNITSPEEDNBR,U2POSTEDSPEEDNBR,U2PRECRASHACTIONCD,U2CONTCIRPRIMARYCD,U2CONTCIRSECONDARYCD,U2SEQOFEVENTS1CD,U2SEQOFEVENTS2CD,U2SEQOFEVENTS3CD,U2SEQOFEVENTS4CD,U2SEQOFEVENTS5CD,U2SEQOFEVENTS6CD,U2NONMOTORISTLOCCD,U2AGENBR,U2GENDERCD,U2ALCOHDRUGSUSPCTDCD,U2DISTRACTEDBY1CD,U2DISTRACTEDBY2CD,U3ODPSUNITNBR,U3TRAFFICCONTROLCD,U3TYPEOFUNITCD,U3SPECIALFUNCTIONCD,U3PRECRASHACTIONCD,U3CONTCIRPRIMARYCD,U3CONTCIRSECONDARYCD,U3SEQOFEVENTS1CD,U3SEQOFEVENTS2CD,U3SEQOFEVENTS3CD,U3SEQOFEVENTS4CD,U3SEQOFEVENTS5CD,U3SEQOFEVENTS6CD,INTERSECTIONIDCURRENT,INTERSECTIONLEGID,INTERCHANGEID,SARAMPID,SASEGMENTID,STATETRUELOGNBR
1934132,20146112547,https://hsip.dot.state.oh.us/report/?docnbr=20146112547,2014,5,CFAICR00023**C,C,FAI,CR,3.97,39.801058,-82.74456,99045,4,0,1,0,0,1,0,1,13,Y,N,1,,99999,5, ,U,2,0,N,N,N,80,FAIRFIELD COUNTY,10,1735,2,4,2,99,3,3,0,0,0,0,1,0,0,0,0,Y,N,BLOOM,,WINCHESTER,RD,,,,,,BENSON,RD,,,,,,,1,14CR4275,Y,1,3,6,RT,1,2,1,70,45,1,5,17,40,9,45,40,,,,,16,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97
1928846,20146107245,https://hsip.dot.state.oh.us/report/?docnbr=20146107245,2014,5,CFAICR00035**C,C,FAI,CR,0.87,39.728236,-82.54875,99045,1,0,0,0,0,1,0,1,13,Y,N,1,,99999,7, ,U,2,0,N,N,N,80,FAIRFIELD COUNTY,10,1056,7,1,1,0,1,4,0,0,0,0,0,0,0,0,0,Y,N,PLEASANT,,WHEELING,RD,,,,,,ORCHARD,DR,,,,,,,1,14CR4107,Y,1,3,4,NT,12,2,1,30,40,1,17,,30,9,30,37,,,,,18,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87
1963372,20146141867,https://hsip.dot.state.oh.us/report/?docnbr=20146141867,2014,5,CFAICR00033A*C,C,FAI,CR,6.74,39.737154,-82.631087,41720,2,0,0,0,2,2,0,3,2,N,N,1,,99999,3, ,D,4,3,N,N,N,80,LANCASTER,12,1725,5,2,1,0,4,1,0,0,0,0,0,0,0,0,0,Y,N,LANCASTER,N,MEMORIAL,DR,,,,,,2296,,,,,,,,3,14-10233,Y,1,4,3,NT,1,3,1,45,50,1,9,,0,20,,,,,,,40,M,1,1,1,2,4,3,NT,1,3,1,15,50,11,1,,20,,,,,,,20,M,1,1,1,3,1,4,1,11,1,,20,,,,,,,,,,,6.74
1956098,20146134571,https://hsip.dot.state.oh.us/report/?docnbr=20146134571,2014,5,MFAI9999999**C,M,FAI,99,99.99,,,41720,1,0,0,0,0,3,0,3,6,N,Y,2,,99999,0, , ,0,0,N,N,N,80,LANCASTER,12,1101,3,2,2,0,1,1,0,0,0,0,0,1,0,0,0,N,N,LANCASTER,,ETY POINTE,DR,,,,,,MICHAELS WAY,WA,,,,,,,1,14-09769,Y,1,2,1,NT,2,6,1,20,25,1,2,,0,20,,,,,,,72,F,1,1,1,2,4,3,NT,1,3,1,25,25,1,1,,20,,,,,,,31,F,1,1,1,3,2,4,1,6,2,,20,,,,,,,,,,,99.99
1963370,20146141865,https://hsip.dot.state.oh.us/report/?docnbr=20146141865,2014,5,CFAICR00503**C,C,FAI,CR,0.72,39.715041,-82.603295,41720,1,0,0,0,0,2,0,2,6,N,N,10,,99999,7, ,U,4,0,N,N,N,80,LANCASTER,12,1642,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,LANCASTER,W,MULBERRY,ST,,,,,,136,,,,,,,,3,14-10232,Y,1,2,1,NT,1,3,1,1,,1,2,,0,20,,,,,,,53,F,1,1,1,2,4,3,NT,12,3,13,20,25,1,1,,20,,,,,,,26,M,1,1,1,,,,,,,,,,,,,,,,,,,0.72
1960859,20146139343,https://hsip.dot.state.oh.us/report/?docnbr=20146139343,2014,5,TFAITR00222**C,T,FAI,TR,0.99,39.892469,-82.783176,62498,1,0,0,0,0,16,0,2,4,N,N,1,,99999,5, ,U,2,0,N,N,N,80,PICKERINGTON,12,1538,6,2,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,PICKERINGTON,,LONG,RD,,,,,W,10343 LONG RD,,,,,,,,3,00000A-14-1949,N,1,4,3,NT,12,7,1,35,35,1,1,,0,20,,,,,,,20,M,1,1,1,2,3,4,NT,12,22,4,30,35,1,1,,20,,,,,,,58,M,1,1,1,,,,,,,,,,,,,,,,,,,0.99
1957496,20146135969,https://hsip.dot.state.oh.us/report/?docnbr=20146135969,2014,5,CFAICR00050**C,C,FAI,CR,6.43,39.704411,-82.577702,41720,1,0,0,0,0,2,0,2,2,N,Y,2,,99999,6, ,U,2,0,N,N,N,80,LANCASTER,12,1506,6,4,2,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,LANCASTER,S,EWING,ST,,,,,,DUFFY,RD,,,,,,,1,14-09880,Y,1,1,2,NT,1,2,1,15,35,1,9,1,0,20,,,,,,,17,F,1,1,1,2,2,1,NT,1,8,1,5,35,1,1,,20,,,,,,,58,M,1,1,1,,,,,,,,,,,,,,,,,,,6.43
1967313,20146145828,https://hsip.dot.state.oh.us/report/?docnbr=20146145828,2014,5,CFAICR00017**C,C,FAI,CR,5.83,39.813123,-82.609024,99045,1,0,0,0,0,2,0,2,6,N,Y,2,,99999,6, ,U,2,0,N,N,N,80,FAIRFIELD COUNTY,12,1835,1,1,1,99,5,4,0,0,0,0,0,1,0,0,0,Y,N,GREENFIELD,,LANCASTER-KIRKERSVILLE,RD,,,,,,PLEASANTVILLE,RD,,,,,,,1,14CR5322,Y,1,3,4,NT,2,3,1,50,55,1,4,99,0,20,,,,,,,76,M,1,1,1,2,1,2,NT,1,3,1,45,55,1,1,99,20,,,,,,,24,F,1,1,1,,,,,,,,,,,,,,,,,,,5.83
1922989,20146101365,https://hsip.dot.state.oh.us/report/?docnbr=20146101365,2014,5,SFAISR00159**C,S,FAI,SR,6.1,39.637948,-82.733429,15686,3,0,0,2,3,2,0,2,2,Y,Y,1,,99999,5, ,U,2,3,N,N,Y,80,CLEARCREEK TOWNSHIP,9,1710,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,CLEARCREEK (TOWNSHIP OF),,,,,SR,159,,,6,MP,,,,,,,2,23-0727-23,Y,2,2,1,NT,12,4,1,55,55,4,10,,0,11,20,,,,,,34,M,1,1,1,1,2,4,LT,12,3,1,5,55,6,1,,20,,,,,,,16,F,1,1,1,,,,,,,,,,,,,,,,,,,26.44
1920695,20146099063,https://hsip.dot.state.oh.us/report/?docnbr=20146099063,2014,5,CFAICR00050**C,C,FAI,CR,7.02,39.71374,-82.576926,41720,5,1,1,0,2,2,0,3,6,N,Y,2,,99999,6, ,U,2,0,N,N,N,80,LANCASTER,9,1828,7,1,1,0,1,1,0,1,0,1,0,0,0,0,0,Y,N,LANCASTER,,,,,US,22,,,EWING,ST,,,,,,,1,14-07378,Y,1,1,2,NT,4,2,1,25,25,1,3,,0,20,20,,,,,,20,F,4,1,1,2,4,3,NT,4,9,1,5,35,1,1,,20,,,,,,,63,M,1,1,1,3,4,2,1,11,1,,20,,,,,,,,,,,7.02
1915259,20146093612,https://hsip.dot.state.oh.us/report/?docnbr=20146093612,2014,5,SFAIUS00033**C,S,FAI,US,12.93,39.716054,-82.674333,35812,2,0,0,0,1,0,0,1,13,Y,N,1,,99999,2,N,D,4,1,Y,N,Y,80,HOCKING TOWNSHIP,9,1940,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,HOCKING (TOWNSHIP OF),,,,,US,33,,,13,MP,,,,,,,2,23-0684-23,Y,1,3,4,NT,12,2,1,70,70,1,15,,26,8,26,,,,,,25,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.43
1921051,20146099421,https://hsip.dot.state.oh.us/report/?docnbr=20146099421,2014,5,SFAISR00188**C,S,FAI,SR,15.13,39.719651,-82.57519,41720,1,0,0,0,0,1,0,1,13,Y,N,1,,99999,4, ,U,2,3,N,N,N,80,LANCASTER,9,1039,2,2,1,0,1,4,0,0,0,0,0,1,0,0,0,N,N,LANCASTER,,,,,SR,188,,,BALDWIN,AV,,,,,,,1,14-07657,Y,1,3,4,NT,1,4,1,35,35,1,17,,40,43,40,,,,,,81,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.16
1921669,20146100042,https://hsip.dot.state.oh.us/report/?docnbr=20146100042,2014,5,SFAISR00256**C,S,FAI,SR,1.06,39.925664,-82.785969,62498,1,0,0,0,0,3,0,3,2,N,N,1,,99999,3, ,U,5,3,N,N,N,80,PICKERINGTON,9,1331,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,PICKERINGTON,,,,,SR,256,,,1740 HILL RD. N.,,,,,,,,3,00000A-14-1416,Y,1,2,1,NT,12,6,1,15,45,1,9,,0,20,,,,,,,43,M,1,1,1,2,2,1,NT,12,2,1,,45,11,1,,20,,,,,,,36,M,1,1,1,3,12,6,1,11,1,,20,,,,,,,,,,,2.26
1920440,20146098806,https://hsip.dot.state.oh.us/report/?docnbr=20146098806,2014,5,SFAISR00256**C,S,FAI,SR,3.28,39.898563,-82.765417,62498,1,0,0,0,0,3,0,2,8,N,N,1,,99999,4, ,U,2,3,N,N,N,80,PICKERINGTON,9,1850,4,1,1,0,1,1,0,0,0,0,0,1,0,0,0,N,N,PICKERINGTON,,,,,SR,256,,,630 HILL,,,,,,,,3,00000A-14-1388,Y,1,4,3,NT,12,26,1,3,35,15,23,,0,20,,,,,,7,15,F,1,1,1,2,2,1,NT,12,3,1,20,35,1,1,,14,,,,,,,87,F,1,1,1,,,,,,,,,,,,,,,,,,,4.48
2117547,20156023110,https://hsip.dot.state.oh.us/report/?docnbr=20156023110,2015,5,CFAICR00007**C,C,FAI,CR,0.54,39.911111,-82.801055,18000,1,0,0,0,0,1,0,2,7,N,N,1,,99999,3, ,U,2,0,N,N,N,80,COLUMBUS,2,30,5,9,4,3,4,3,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,SPRINGOAK,CR,,,,,,SPRING OAK,CT,,,,,,,1,150144316,Y,2,3,2,LT,1,99,1,0,,13,17,,0,21,,,,,,,,U,1,1,1,1,2,1,NT,1,3,1,,,10,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54
2115767,20156021325,https://hsip.dot.state.oh.us/report/?docnbr=20156021325,2015,5,MFAIMR00335**C,M,FAI,MR,0.61,39.704799,-82.608543,41720,1,0,0,0,0,1,0,2,5,N,N,1,,99999,0, , ,0,0,N,N,N,80,LANCASTER,2,2220,1,9,3,0,9,1,0,0,0,0,0,0,0,0,0,N,N,LANCASTER,,REESE,AV,,,,,,443 REESE,,,,,,,,3,15  01280,Y,1,3,4,NT,1,99,1,0,25,99,99,,0,21,,,,,,,0,U,0,1,1,2,3,4,NT,1,2,1,,25,10,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.99
2115392,20156020949,https://hsip.dot.state.oh.us/report/?docnbr=20156020949,2015,5,MFAIMR00400**C,M,FAI,MR,0.69,39.712479,-82.602039,41720,1,0,0,0,0,1,0,2,5,N,N,1,,99999,0, , ,0,0,N,N,N,80,LANCASTER,2,1127,2,2,2,3,1,1,0,0,0,0,0,0,0,0,0,N,N,LANCASTER,W,CHESTNUT,ST,,,,,S,BROAD,ST,,,,,,,1,15  01278,Y,1,3,4,NT,1,99,1,25,25,1,17,,0,21,,,,,,,0,U,1,1,1,2,3,4,NT,1,3,1,,25,10,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.99
2115311,20156020868,https://hsip.dot.state.oh.us/report/?docnbr=20156020868,2015,5,CFAICR00508**C,C,FAI,CR,0.03,39.715841,-82.616697,41720,1,0,0,0,0,1,0,2,5,N,N,1,,99999,7, ,U,2,0,N,N,N,80,LANCASTER,2,1429,1,1,1,0,4,1,0,0,0,0,0,0,0,0,0,N,N,LANCASTER,,WASHINGTON,AV,,,,,,237,,,,,,,,3,15  01260,Y,1,2,1,NT,1,99,1,0,,1,99,,0,21,,,,,,,0,U,1,1,1,2,2,1,NT,1,3,1,,25,10,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03
2113582,20156019130,https://hsip.dot.state.oh.us/report/?docnbr=20156019130,2015,5,CFAICR00506**C,C,FAI,CR,0.51,39.720456,-82.625363,41720,1,0,0,0,0,1,0,2,3,N,N,1,,99999,7, ,U,2,0,N,N,N,80,LANCASTER,2,1329,5,1,2,0,1,1,0,0,0,0,0,0,1,1,5,N,N,LANCASTER,,BRUMFIELD,AV,,,,,,533 BRUMFIELD AV,,,,,,,,3,15  01190,Y,1,4,3,NT,1,2,1,2,25,2,11,,0,21,,,,,,,56,F,1,1,1,2,1,2,NT,1,7,14,,25,10,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51
2112371,20156017913,https://hsip.dot.state.oh.us/report/?docnbr=20156017913,2015,5,CFAICR00037**C,C,FAI,CR,1.38,39.741828,-82.634675,41720,1,0,0,0,0,1,0,2,3,N,N,1,,99999,5, ,U,2,0,N,N,N,80,LANCASTER,2,1138,3,2,1,0,1,1,0,0,0,0,0,1,0,0,0,N,N,LANCASTER,N,COLUMBUS,ST,,,,,,2405,,,,,,,,3,15  1107,Y,1,8,3,RT,1,5,1,3,,2,17,11,0,21,,,,,,,86,M,1,1,1,2,7,6,NT,15,21,15,,,10,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
2106563,20156012088,https://hsip.dot.state.oh.us/report/?docnbr=20156012088,2015,5,SFAISR00158**C,S,FAI,SR,1.44,39.730795,-82.605857,41720,1,0,0,0,0,2,0,2,8,N,Y,3,,99999,4, ,U,4,3,N,N,N,80,LANCASTER,1,1616,5,5,2,0,1,2,0,0,0,0,0,1,0,0,0,N,N,LANCASTER,N,COLUMBUS,ST,,,,,,MARKS,AV,,,,,,,1,15  00773,Y,1,1,3,LT,12,6,1,15,25,6,2,,0,14,,,,,,,66,M,1,1,1,2,1,2,NT,13,26,1,,,15,22,,20,,,,,,1,20,F,1,1,1,,,,,,,,,,,,,,,,,,,1.44
2096143,20156001629,https://hsip.dot.state.oh.us/report/?docnbr=20156001629,2015,5,CFAI9999999**C,C,FAI,99,99.99,,,99045,3,0,0,1,0,1,0,2,1,N,N,1,,99999,0, , ,0,0,N,N,N,80,FAIRFIELD COUNTY,1,1720,4,8,3,4,5,3,0,0,0,0,0,0,0,0,0,Y,N,GREENFIELD,,LITHOPOLIS,RD,,,,,,SHWARTS PLACE,RD,,,,,,,1,15CR0102,Y,1,2,1,NT,1,3,1,40,45,1,1,99,0,20,,,,,,,20,F,1,1,1,2,1,2,NT,1,3,1,40,45,1,1,99,20,,,,,,,47,M,1,1,1,,,,,,,,,,,,,,,,,,,99.99
2097000,20156002487,https://hsip.dot.state.oh.us/report/?docnbr=20156002487,2015,5,CFAICR00055**C,C,FAI,CR,8.67,39.692585,-82.608722,99045,1,0,0,0,0,2,0,2,4,N,N,1,,99999,6, ,U,2,0,N,N,N,80,FAIRFIELD COUNTY,1,745,6,6,3,0,1,2,0,0,0,0,0,0,0,0,0,Y,N,HOCKING,,HAMBURG,RD,,,,,,225,,,,,,,,3,15CR0126,Y,1,1,2,NT,12,7,1,35,35,1,17,,0,24,,,,,,,18,M,1,1,1,2,2,1,NT,12,7,1,35,35,1,21,,24,,,,,,,28,M,1,1,1,,,,,,,,,,,,,,,,,,,8.67
2105153,20156010671,https://hsip.dot.state.oh.us/report/?docnbr=20156010671,2015,5,CFAICR00007**C,C,FAI,CR,1.13,39.91052,-82.789902,62498,1,0,0,0,0,2,0,2,9,N,N,1,,99999,3, ,U,2,0,N,N,N,80,PICKERINGTON,1,622,6,1,1,0,5,1,0,0,0,0,0,1,0,0,0,N,N,PICKERINGTON,,REFUGEE,RD,,,,,,1261 REFUGEE RD,,,,,,,,3,00000A-15-0122,N,1,4,3,NT,12,3,1,40,40,1,1,,0,18,,,,,,,46,M,1,1,1,2,4,3,NT,12,2,1,40,40,1,1,,18,,,,,,,65,F,1,1,1,,,,,,,,,,,,,,,,,,,1.13
2059135,20154003142,https://hsip.dot.state.oh.us/report/?docnbr=20154003142,2015,5,TFAITR00188**C,T,FAI,TR,0.2,39.801875,-82.81403,44086,1,0,0,0,0,0,0,2,7,N,N,1,,99999,7, ,U,2,0,N,N,N,80,LITHOPOLIS,1,2000,6,9,2,9,9,3,0,0,0,0,0,0,0,0,0,N,N,LITHOPOLIS,,W TWAIN MAPLE,AV,,,,,,56,,,,,,,,3,15CR0250,Y,1,9,9,NT,1,7,1,0,,10,1,,99,20,,,,,,,,U,0,0,0,2,9,9,NT,1,99,1,,,99,99,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2096207,20156001693,https://hsip.dot.state.oh.us/report/?docnbr=20156001693,2015,5,CFAICR00504**C,C,FAI,CR,0.87,39.713072,-82.593821,41720,1,0,0,0,0,2,0,2,5,N,N,1,,99999,7, ,U,4,0,N,N,N,80,LANCASTER,1,1931,4,2,2,0,4,1,0,0,0,0,0,0,0,0,0,N,N,LANCASTER,S,MAPLE,ST,,,,,,110,,,,,,,,3,15-00188,Y,1,2,1,NT,12,3,1,20,25,1,17,,0,21,,,,,,,33,F,1,1,1,2,2,1,NT,12,6,1,,,10,1,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87
1953752,20146132223,https://hsip.dot.state.oh.us/report/?docnbr=20146132223,2014,5,CFAICR00506**C,C,FAI,CR,0.39,39.718767,-82.624947,41720,1,0,0,0,0,1,0,1,13,Y,N,1,,99999,7, ,U,2,0,N,N,N,80,LANCASTER,11,1745,5,6,2,0,4,3,0,0,0,0,1,0,0,0,0,N,N,LANCASTER,,BRUMFIELD,AV,,,,,,413,,,,,,,,3,14-09663,Y,1,2,1,NT,1,3,1,30,25,1,17,,49,8,41,49,,,,,51,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39
1948809,20146127268,https://hsip.dot.state.oh.us/report/?docnbr=20146127268,2014,5,CFAI9999999**C,C,FAI,99,99.99,,,80206,1,0,0,0,0,1,0,1,13,Y,N,10,,99999,0, , ,0,0,N,N,N,80,VIOLET TOWNSHIP,11,630,2,6,4,3,2,1,0,0,0,0,0,1,0,0,0,N,N,VIOLET (TOWNSHIP OF),,BUSEY,RD,,,,,,8780 BUSEY,,,,,,,,3,14CR4735,Y,1,4,3,NT,1,4,1,25,45,1,17,,46,11,9,46,,,,,66,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99
2051854,20147079179,https://hsip.dot.state.oh.us/report/?docnbr=20147079179,2014,5,TFAITR00250**C,T,FAI,TR,2.78,39.753508,-82.598586,32060,2,0,0,0,2,0,0,1,13,Y,N,1,,99999,7, ,U,2,0,N,N,N,80,GREENFIELD TOWNSHIP,11,743,7,5,4,2,1,4,0,0,0,0,1,0,0,0,0,Y,N,GREENFIELD,,RAINBOW,DR,,,,,,40,,,,,,,,3,14CR4809,Y,1,4,9,NT,1,3,1,40,45,1,6,,37,8,37,1,,,,,17,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78
1946380,20146124835,https://hsip.dot.state.oh.us/report/?docnbr=20146124835,2014,5,CFAICR00007**C,C,FAI,CR,0.82,39.910852,-82.795793,18000,1,0,0,0,0,4,0,4,2,N,N,1,,99999,3, ,U,2,0,N,N,N,80,PICKERINGTON,11,1744,5,2,1,0,4,1,0,0,0,0,0,0,0,0,0,Y,N,PICKERINGTON,,REFUGEE,RD,,,,,,1449 REFUGEE RD,,,,,,,,3,00000A-14-1765,Y,1,3,4,NT,12,3,1,40,40,1,9,,0,20,,,,,,,16,F,1,1,1,2,3,4,NT,12,6,1,,40,11,1,,20,20,,,,,,22,F,1,1,1,3,12,3,1,11,1,,20,20,,,,,,,,,,0.82
1953380,20146131850,https://hsip.dot.state.oh.us/report/?docnbr=20146131850,2014,5,CFAICR00018**C,C,FAI,CR,4.16,39.879577,-82.759436,62498,1,0,0,0,0,2,0,2,18,N,N,1,,99999,5, ,U,2,0,N,N,N,80,PICKERINGTON,11,1410,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,PICKERINGTON,,HILL,RD,,,,,,200,,,,,,,,3,00000A-14-1832,Y,1,3,2,LT,12,3,1,10,25,6,2,,0,20,,,,,,,18,F,1,1,1,2,1,2,NT,12,3,1,25,25,1,1,,20,44,,,,,,45,F,1,1,1,,,,,,,,,,,,,,,,,,,4.16
1943640,20146122091,https://hsip.dot.state.oh.us/report/?docnbr=20146122091,2014,5,CFAICR00007**C,C,FAI,CR,1.37,39.910252,-82.785327,62498,1,0,0,0,0,2,0,2,6,N,Y,3,,99999,3, ,U,2,0,N,N,N,80,PICKERINGTON,11,1359,5,4,2,0,1,1,0,0,0,0,0,1,0,0,0,Y,N,PICKERINGTON,,REFUGEE,RD,,,,,,STONECREEK DRIVE SOUTH,DR,,,,,,,1,00000A-14-1727,Y,1,3,3,UT,12,3,1,5,40,7,28,,0,10,,,,,,,68,M,1,1,1,2,4,3,NT,12,6,1,40,40,1,1,,8,40,,,,,,18,F,1,1,1,,,,,,,,,,,,,,,,,,,1.37
1974741,20147002031,https://hsip.dot.state.oh.us/report/?docnbr=20147002031,2014,5,SFAISR00204**C,S,FAI,SR,0.81,39.931006,-82.773567,80206,1,0,0,0,0,3,0,3,2,N,Y,2,,19234,4, ,U,2,3,N,N,Y,80,VIOLET TOWNSHIP,1,1720,3,1,1,9,1,1,0,0,0,0,0,0,0,0,0,N,N,VIOLET,,BLACKLICK-EASTERN,RD,,,,,,WELLESLEY,DR,,,,,,,1,14CR0251,Y,1,4,3,NT,4,6,1,15,45,1,9,,0,20,,,,,,,,U,1,1,1,2,4,3,NT,4,4,1,,45,11,1,,20,,,,,,,28,F,1,1,1,3,4,7,1,11,1,,20,20,,,,,,,,,,0.81
1986479,20147013777,https://hsip.dot.state.oh.us/report/?docnbr=20147013777,2014,5,TFAITR00223**C,T,FAI,TR,0,39.910007,-82.728136,80206,3,0,0,1,0,1,0,2,4,Y,N,1,,19234,6, ,U,2,0,N,N,N,80,VIOLET TOWNSHIP,1,2015,6,1,1,9,5,2,0,0,0,0,0,0,0,0,0,N,N,VIOLET,,ALUT,RD,,,,,,PICKERINGTON,RD,,,,,,,1,14CR0197,Y,1,2,1,NT,1,7,1,0,,1,16,,0,11,20,,,,,,0,U,1,1,1,2,1,2,NT,1,8,16,45,45,1,1,,99,,,,,,,50,M,1,1,1,,,,,,,,,,,,,,,,,,,0
1986480,20147013778,https://hsip.dot.state.oh.us/report/?docnbr=20147013778,2014,5,TFAITR00229**C,T,FAI,TR,1.73,39.905797,-82.700875,43120,1,0,0,0,0,1,0,1,13,N,Y,2,,19234,7, ,U,2,0,N,N,N,80,LIBERTY TOWNSHIP,1,2000,2,6,4,3,5,1,0,0,0,0,0,0,0,0,0,Y,N,LIBERTY,,SAYLOR,RD,,,,,,REFUGEE,RD,,,,,,,1,14CR0058,Y,1,1,2,NT,2,3,1,5,55,1,17,,41,8,41,,,,,,24,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73
1822360,20146000377,https://hsip.dot.state.oh.us/report/?docnbr=20146000377,2014,5,SFAIUS00022**C,S,FAI,US,15.6,39.713877,-82.576917,41720,1,0,0,0,0,2,0,2,2,N,Y,2,,99741,3,N,U,4,3,N,N,N,80,LANCASTER,1,1140,6,1,2,4,1,1,0,0,0,0,0,1,0,0,0,N,N,LANCASTER,N,EWING,ST,,,,,E,MAIN,ST,,US,22,,,,1,14-00060,Y,1,1,2,NT,4,7,1,10,35,1,9,,0,20,,,,,,,37,M,1,1,1,2,1,2,NT,4,3,1,10,35,1,1,,20,,,,,,,69,F,1,1,1,,,,,,,,,,,,,,,,,,,119.14
