OBJECTID,DOCUMENT_NBR,CRASH_REPORT_LINK,CRASH_YR,DISTRICT_NBR,NLFID,NLF_JUR_CD,NLF_COUNTY_CD,NLF_ROUTE_TYPE_CD,COUNTY_LOG_NBR,ODOT_LATITUDE_NBR,ODOT_LONGITUDE_NBR,ODOT_FIPS_CD,SEVERITY_BY_TYPE_CD,ODPS_TOTAL_FATALITIES_NBR,INCAPAC_INJURIES_NBR,NON_INCAPAC_INJURIES_NBR,POSSIBLE_INJURIES_NBR,NO_INJURY_REPORTED_NBR,UNRESTRAIN_OCCUPANTS,NUMBER_OF_UNITS_NBR,CRASH_TYPE_CD,FHWA_RDWY_DEPARTURE_IND,ODOT_INTERSECTION_REL_IND,ODOT_CRASH_LOCATION_CD,FACILITY_TYPE_CD,AREA_CD,FUNCTIONAL_CLASS_CD,NHS_CD,ODOT_DIV_UNDIV_IND,ODOT_LANES_NBR,OPER_ACCESS_CONTROL_CD,FREEWAY_IND,INTERSTATE_IND,ODOT_MAINTAINED_HWY_IND,MAINTENANCE_AUTHORITY_CD,ODOT_CITY_VILLAGE_TWP_NME,MONTH_OF_CRASH,TIME_OF_CRASH,DAY_IN_WEEK_CD,WEATHER_COND_CD,ROAD_COND_PRIMARY_CD,ROAD_COND_SECONDARY_CD,LIGHT_COND_PRIMARY_CD,ROAD_CONTOUR_CD,ODPS_ALCOHOL_IND,ODPS_DRUG_IND,ODPS_SCHOOL_ZONE_IND,ODPS_MOTORCYCLE_IND,ODPS_SPEED_IND,ODPS_SENIOR_DRIVER_IND,ODPS_WORK_ZONE_IND,ODPS_LOC_IN_WORK_ZONE_CD,ODPS_TYPE_OF_WORK_ZONE_CD,ODOT_YOUNG_DRIVER_IND,DISTRACTED_DRIVER_IND,ODPS_CITY_VILLAGE_TWP_NME,ODPS_LOC_ROAD_DIR_CD,ODPS_LOC_ROAD_NME,ODPS_LOC_ROAD_SUFFIX_CD,ODPS_LOC_DIR_SUFFIX_CD,ODPS_LOC_ROUTE_PREFIX_CD,ODPS_LOC_ROUTE_ID,ODPS_LOC_ROUTE_SUFFIX_CD,ODPS_REF_DIRECTION_CD,ODPS_REF_GIVEN,ODPS_REF_SUFFIX_CD,ODPS_REF_DIR_SUFFIX_CD,ODPS_REF_ROUTE_PREFIX_CD,ODPS_REF_ROUTE_ID,ODPS_REF_ROUTE_SUFFIX_CD,ODPS_ADDRESS_REFERENCE,ODPS_MILEPOST_REFERENCE,ODPS_REF_POINT_USED_CD,LOCAL_REPORT_NUMBER_ID,U1_AT_FAULT_IND,U1_ODPS_UNIT_NBR,U1_DIRECTION_FROM_CD,U1_DIRECTION_TO_CD,U1_TURN_CD,U1_TRAFFIC_CONTROL_CD,U1_TYPE_OF_UNIT_CD,U1_SPECIAL_FUNCTION_CD,U1_UNIT_SPEED_NBR,U1_POSTED_SPEED_NBR,U1_PRECRASH_ACTION_CD,U1_CONT_CIR_PRIMARY_CD,U1_CONT_CIR_SECONDARY_CD,U1_OBJECT_STRUCK,U1_SEQ_OF_EVENTS_1_CD,U1_SEQ_OF_EVENTS_2_CD,U1_SEQ_OF_EVENTS_3_CD,U1_SEQ_OF_EVENTS_4_CD,U1_SEQ_OF_EVENTS_5_CD,U1_SEQ_OF_EVENTS_6_CD,U1_NON_MOTORIST_LOC_CD,U1_AGE_NBR,U1_GENDER_CD,U1_ALCOH_DRUG_SUSPCTD_CD,U1_DISTRACTED_BY_1_CD,U1_DISTRACTED_BY_2_CD,U2_ODPS_UNIT_NBR,U2_DIRECTION_FROM_CD,U2_DIRECTION_TO_CD,U2_TURN_CD,U2_TRAFFIC_CONTROL_CD,U2_TYPE_OF_UNIT_CD,U2_SPECIAL_FUNCTION_CD,U2_UNIT_SPEED_NBR,U2_POSTED_SPEED_NBR,U2_PRECRASH_ACTION_CD,U2_CONT_CIR_PRIMARY_CD,U2_CONT_CIR_SECONDARY_CD,U2_SEQ_OF_EVENTS_1_CD,U2_SEQ_OF_EVENTS_2_CD,U2_SEQ_OF_EVENTS_3_CD,U2_SEQ_OF_EVENTS_4_CD,U2_SEQ_OF_EVENTS_5_CD,U2_SEQ_OF_EVENTS_6_CD,U2_NON_MOTORIST_LOC_CD,U2_AGE_NBR,U2_GENDER_CD,U2_ALCOH_DRUG_SUSPCTD_CD,U2_DISTRACTED_BY_1_CD,U2_DISTRACTED_BY_2_CD,U3_ODPS_UNIT_NBR,U3_TRAFFIC_CONTROL_CD,U3_TYPE_OF_UNIT_CD,U3_SPECIAL_FUNCTION_CD,U3_PRECRASH_ACTION_CD,U3_CONT_CIR_PRIMARY_CD,U3_CONT_CIR_SECONDARY_CD,U3_SEQ_OF_EVENTS_1_CD,U3_SEQ_OF_EVENTS_2_CD,U3_SEQ_OF_EVENTS_3_CD,U3_SEQ_OF_EVENTS_4_CD,U3_SEQ_OF_EVENTS_5_CD,U3_SEQ_OF_EVENTS_6_CD,INTERSECTION_ID_CURRENT,INTERSECTION_LEG_ID,INTERCHANGE_ID,SA_RAMP_ID,SA_SEGMENT_ID,STATE_TRUE_LOG_NBR
1777810,20144004187,https://hsip.dot.state.oh.us/report/?docnbr=20144004187,2014,6,SPICUS00023**C,S,PIC,US,21.54,39.780272,-82.988218,33978,1,0,0,0,0,4,0,2,7,Y,N,1,,99999,3,H,D,4,3,N,N,Y,80,HARRISON TOWNSHIP,1,2202,7,8,3,4,5,1,0,0,0,0,0,0,0,0,0,N,N,HARRISON (TOWNSHIP OF),,,,,US,23,,,SHEPHERD,RD,,,,,,,1,AC01140102,Y,1,1,2,NT,12,6,1,50,60,1,17,,0,9,21,,,,,,49,F,1,1,1,2,1,2,NT,12,2,1,,60,10,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.7
1881283,20146059513,https://hsip.dot.state.oh.us/report/?docnbr=20146059513,2014,6,SPICSR00138**C,S,PIC,SR,2.9,39.544948,-83.122021,21168,1,0,0,0,0,1,0,1,9,N,N,1,,99999,5, ,U,2,3,N,N,Y,80,DEERCREEK TOWNSHIP,6,2118,4,2,1,0,5,1,0,0,0,0,0,1,0,0,0,N,N,DEER CREEK (TOWNSHIP OF),,,,,SR,138,,,3,MP,,,,,,,2,65-0148-65,N,1,1,2,NT,12,3,1,45,55,1,1,,0,19,,,,,,,73,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.14
1800468,20144026876,https://hsip.dot.state.oh.us/report/?docnbr=20144026876,2014,6,SPICSR00207**C,S,PIC,SR,7.46,39.595026,-83.231993,62008,1,0,0,0,0,2,0,1,9,N,N,1,,99999,5, ,U,2,3,N,N,Y,80,PERRY TOWNSHIP,6,1747,1,1,1,9,1,1,0,0,0,0,0,0,0,0,0,Y,N,PERRY (TOWNSHIP OF),,,,,SR,207,,,EGYPT,PI,,,,,,,1,AC06140059,N,1,2,1,NT,12,5,1,50,,1,1,,0,18,,,,,,,23,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.65
1797138,20144023543,https://hsip.dot.state.oh.us/report/?docnbr=20144023543,2014,6,SPIC9999999**C,S,PIC,99,99.99,,,20156,2,0,0,0,1,2,0,2,5,N,N,1,,99999,0, , ,0,0,N,N,N,80,DARBY TOWNSHIP,6,1506,5,1,1,9,1,1,0,0,0,0,0,0,0,0,0,N,Y,DARBY (TOWNSHIP OF),,,,,US,62,,,11148,,,,,,,,3,AC06140010,Y,1,1,2,NT,12,7,1,55,55,1,9,,0,20,,,,,,,59,M,1,7,1,2,1,2,NT,12,7,1,30,55,11,1,,20,,,,,,,41,M,1,1,1,,,,,,,,,,,,,,,,,,,99.99
1798084,20144024489,https://hsip.dot.state.oh.us/report/?docnbr=20144024489,2014,6,SPICSR00762**C,S,PIC,SR,5.84,39.778151,-83.08035,70870,1,0,0,0,0,1,0,1,14,N,Y,3,,99999,4, ,U,2,3,N,N,Y,80,SCIOTO TOWNSHIP,6,435,3,1,1,9,5,1,0,0,0,0,0,0,0,0,0,N,N,SCIOTO (TOWNSHIP OF),,,,,SR,762,,,COONTZ,RD,,,,,,,1,AC06140061,N,1,3,4,NT,12,6,1,50,55,1,1,,0,24,,,,,,,60,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.84
2011135,20147038447,https://hsip.dot.state.oh.us/report/?docnbr=20147038447,2014,6,SPICUS00023**C,S,PIC,US,14.1,39.67732,-82.970136,80598,3,0,0,6,0,0,0,2,18,N,Y,3,,99787,3,H,D,4,2,N,N,Y,80,WALNUT TOWNSHIP,6,1218,1,1,1,9,1,1,0,0,0,0,0,1,0,0,0,N,Y,WALNUT,,,,,US,23,,,LITTLE WALNUT,RD,,,,,,,1,AC06140075,Y,1,3,2,LT,2,5,1,10,35,6,2,,0,20,,,,,,,81,F,1,6,1,2,2,1,NT,12,5,1,60,60,1,1,,20,,,,,,,31,F,1,1,1,,,,,,,,,,,,,,,,,,,69.26
2011136,20147038448,https://hsip.dot.state.oh.us/report/?docnbr=20147038448,2014,6,SPICUS00023**C,S,PIC,US,7.73,39.588326,-82.953716,15077,3,0,0,2,0,1,0,2,2,N,Y,3,,99714,3,H,D,4,2,N,N,Y,80,CIRCLEVILLE TOWNSHIP,6,1731,6,1,1,9,1,1,0,0,0,0,0,1,0,0,0,N,N,CIRCLEVILLE,,,,,US,23,,,PICKAWAY CROSSING,RD,,,,,,,1,AC06140072,Y,1,2,1,NT,4,1,1,35,55,1,9,,0,20,,,,,,,61,M,1,1,1,2,2,1,NT,4,4,1,,55,11,1,,20,,,,,,,78,M,1,1,1,,,,,,,,,,,,,,,,,,,62.89
2021473,20147048789,https://hsip.dot.state.oh.us/report/?docnbr=20147048789,2014,6,SPICUS00022**C,S,PIC,US,17.34,39.603287,-82.95,15070,1,0,0,0,0,2,0,2,5,N,N,1,,99714,4,N,D,2,3,N,N,N,80,CIRCLEVILLE,8,1304,6,1,1,9,1,1,0,0,0,0,0,0,0,0,0,Y,N,CIRCLEVILLE,,,,,US,22,,,ISLAND,RD,,,,,,,1,A14900208,Y,1,3,4,NT,12,6,1,25,25,3,10,,0,20,,,,,,,17,M,1,1,1,2,3,4,NT,12,7,1,25,25,1,1,,20,,,,,,,58,M,1,1,1,,,,,,,,,,,,,,,,,,,96.92
1804505,20144030926,https://hsip.dot.state.oh.us/report/?docnbr=20144030926,2014,6,SPICUS00023**C,S,PIC,US,6.23,39.567014,-82.954609,15070,1,0,0,0,0,2,0,2,18,N,Y,2,,99714,3,H,D,4,3,N,N,Y,80,CIRCLEVILLE,8,2157,5,1,1,9,5,1,0,0,0,0,0,0,0,0,0,Y,N,CIRCLEVILLE,,,,,US,23,,,TARLTON,RD,,,,,,,1,AC08140014,Y,1,2,9,LT,4,2,1,35,60,6,2,,0,20,,,,,,,21,M,1,1,1,2,2,1,NT,4,1,1,15,60,1,1,,20,,,,,,,23,M,1,1,1,,,,,,,,,,,,,,,,,,,61.39
2023756,20147051072,https://hsip.dot.state.oh.us/report/?docnbr=20147051072,2014,6,TPICTR00329**C,T,PIC,TR,0.29,39.583711,-82.941616,15077,2,0,0,0,1,0,0,1,13,N,Y,3,,99714,7, ,U,2,0,N,N,N,80,CIRCLEVILLE TOWNSHIP,8,1115,5,2,1,9,1,3,0,0,0,1,0,0,0,0,0,N,N,CIRCLEVILLE,,PROGRESS,PK,,,,,,CRITES,RD,,,,,,,1,AC08140039,Y,1,2,9,UT,12,9,1,0,35,7,7,,43,43,,,,,,,58,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29
2048850,20147076175,https://hsip.dot.state.oh.us/report/?docnbr=20147076175,2014,6,SPICSR00316**C,S,PIC,SR,11.55,39.714585,-82.98696,73068,1,0,0,0,0,2,0,2,2,N,Y,2,,99787,5, ,U,2,3,N,N,Y,80,SOUTH BLOOMFIELD,8,1611,4,1,1,9,1,1,0,0,0,0,0,0,0,0,0,N,N,SOUTH BLOOMFIELD,,NORTHUP,AV,,,,,S,WALNUT,ST,,,,,,,1,8126614,Y,1,4,3,NT,4,3,1,5,25,1,9,,0,20,,,,,,,36,M,1,1,1,2,4,2,RT,4,3,1,,25,11,1,,20,,,,,,,36,M,1,1,1,,,,,,,,,,,,,,,,,,,11.55
2048847,20147076172,https://hsip.dot.state.oh.us/report/?docnbr=20147076172,2014,6,SPICUS00023**C,S,PIC,US,17.26,39.71861,-82.986711,73068,1,0,0,0,0,2,0,2,18,N,Y,2,,99787,3,H,U,4,3,N,N,Y,80,SOUTH BLOOMFIELD,8,1318,4,1,1,9,1,1,0,0,0,0,0,0,0,0,0,N,N,SOUTH BLOOMFIELD,N,WALNUT,ST,,,,,E,NORTH,ST,,,,,,,1,8122614,Y,2,6,3,LT,4,7,1,5,35,6,2,,0,20,,,,,,,42,M,1,1,1,1,2,1,NT,4,6,1,35,35,1,1,,20,,,,,,,26,M,1,1,1,,,,,,,,,,,,,,,,,,,72.42
2023754,20147051070,https://hsip.dot.state.oh.us/report/?docnbr=20147051070,2014,6,TPICTR00235**C,T,PIC,TR,0.18,39.585449,-82.949038,15077,1,0,0,0,0,2,0,2,2,N,Y,2,,99714,7, ,U,2,0,N,N,N,80,CIRCLEVILLE TOWNSHIP,8,1140,5,1,1,9,1,1,0,0,0,0,0,0,0,0,0,N,N,CIRCLEVILLE,,CRITES,RD,,,,,,PICKAWAY,ST,,,,,,,1,AC08140055,Y,1,1,2,NT,2,6,1,0,35,1,9,,0,20,,,,,,,44,F,1,1,1,2,1,2,NT,2,8,1,,35,1,1,,20,,,,,,,52,F,1,1,1,,,,,,,,,,,,,,,,,,,0.18
2017411,20147044724,https://hsip.dot.state.oh.us/report/?docnbr=20147044724,2014,6,SPICSR00188**C,S,PIC,SR,0.41,39.607347,-82.942448,15070,1,0,0,0,0,3,0,2,2,N,Y,3,,99714,4, ,U,2,3,N,N,N,80,CIRCLEVILLE,7,918,1,2,1,9,1,1,0,0,0,0,0,1,0,0,0,N,Y,CIRCLEVILLE,N,COURT,ST,,,,,,PLEASANT,ST,,,,,,,1,A14760607,Y,1,1,2,NT,1,7,1,5,35,1,9,,0,20,,,,,,,73,M,1,7,1,2,1,2,NT,1,3,1,,35,11,1,,20,,,,,,,66,M,1,1,1,,,,,,,,,,,,,,,,,,,0.41
2048854,20147076179,https://hsip.dot.state.oh.us/report/?docnbr=20147076179,2014,6,SPICUS00023**C,S,PIC,US,16.98,39.714585,-82.98696,73068,1,0,0,0,0,3,0,2,18,N,Y,2,,99787,3,H,U,4,3,N,N,Y,80,SOUTH BLOOMFIELD,7,1707,1,1,1,9,1,1,0,0,0,0,0,0,0,0,0,Y,N,SOUTH BLOOMFIELD,S,WALNUT,ST,,,,,E,ASHVILLE,RD,,,,,,,1,7109414,Y,1,4,1,LT,2,3,1,10,35,6,2,,0,20,,,,,,,24,F,1,1,1,2,1,2,NT,1,7,1,25,35,1,1,,20,,,,,,,33,M,1,1,1,,,,,,,,,,,,,,,,,,,72.14
1892152,20146070416,https://hsip.dot.state.oh.us/report/?docnbr=20146070416,2014,6,SPICSR00674**C,S,PIC,SR,7.92,39.751494,-82.828272,99045,3,0,0,3,1,1,0,3,18,N,Y,1,,99999,4, ,U,2,3,N,N,Y,80,FAIRFIELD COUNTY,7,1249,7,1,1,0,1,1,0,0,0,1,0,0,0,0,0,N,N,BLOOM,,WINCHESTER-SOUTHERN,RD,,SR,674,,,MARCY,RD,,CR,41,,,,1,14CR2680,Y,1,1,3,LT,12,5,1,5,55,6,7,2,0,20,,,,,,,36,M,1,1,1,2,2,1,NT,12,9,1,40,55,1,1,,20,,,,,,,43,M,1,1,1,3,12,9,1,1,1,,20,,,,,,,,,,,8.32
1817098,20144043536,https://hsip.dot.state.oh.us/report/?docnbr=20144043536,2014,6,SPICUS00023**C,S,PIC,US,16.98,39.714585,-82.98696,73068,1,0,0,0,0,3,0,2,3,N,Y,2,,99787,3,H,U,4,3,N,N,Y,80,SOUTH BLOOMFIELD,7,1025,5,1,1,9,1,2,0,0,0,0,0,0,0,0,0,N,N,SOUTH BLOOMFIELD,S,NORTHUP,AV,,,,,,,,,US,23,,,,1,7095414,Y,2,4,3,NT,4,15,1,2,35,2,11,,0,20,,,,,,,42,M,1,1,1,1,4,3,NT,4,7,1,,35,11,1,,20,,,,,,,62,M,1,1,1,,,,,,,,,,,,,,,,,,,72.14
1817100,20144043538,https://hsip.dot.state.oh.us/report/?docnbr=20144043538,2014,6,SPICUS00023**C,S,PIC,US,16.98,39.714585,-82.98696,73068,1,0,0,0,0,2,0,2,2,N,Y,2,,99787,3,H,U,4,3,N,N,Y,80,SOUTH BLOOMFIELD,7,1745,3,1,1,9,1,1,0,0,0,0,0,0,0,0,0,N,N,SOUTH BLOOMFIELD,,,,,US,23,,,,,,SR,316,,,,1,7113014,Y,1,9,9,NT,16,6,1,0,,1,99,,0,20,,,,,,,64,F,1,1,1,2,1,2,NT,4,3,1,15,35,1,1,,20,,,,,,,56,M,1,1,1,,,,,,,,,,,,,,,,,,,72.14
2048852,20147076177,https://hsip.dot.state.oh.us/report/?docnbr=20147076177,2014,6,SPICSR00316**C,S,PIC,SR,11.55,39.714585,-82.98696,73068,1,0,0,0,0,4,0,2,2,N,N,1,,99787,5, ,U,2,3,N,N,Y,80,SOUTH BLOOMFIELD,7,1408,6,1,1,9,1,1,0,0,0,0,0,0,0,0,0,N,N,SOUTH BLOOMFIELD,E,ASHVILLE,RD,,,,,,,,,US,23,,,,1,7102414,Y,1,3,4,NT,1,2,1,5,35,11,9,,0,20,,,,,,,28,M,1,1,1,2,3,4,NT,1,3,1,,35,11,1,,20,,,,,,,28,F,1,1,1,,,,,,,,,,,,,,,,,,,11.55
1986716,20147014014,https://hsip.dot.state.oh.us/report/?docnbr=20147014014,2014,6,SPICUS00023**C,S,PIC,US,7.36,39.583146,-82.952943,15077,1,0,0,0,0,2,0,2,5,N,N,1,,99999,3,H,D,4,3,N,N,Y,80,CIRCLEVILLE TOWNSHIP,3,1329,3,1,2,9,1,1,0,0,0,0,0,0,0,0,0,N,N,CIRCLEVILLE,,,,,US,23,,,SPERRY,DR,,,,,,,1,A14227303,Y,1,1,2,NT,1,3,1,45,55,3,10,,0,20,,,,,,,61,M,1,1,1,2,1,2,NT,1,7,13,45,55,1,1,,20,,,,,,,42,M,1,1,1,,,,,,,,,,,,,,,,,,,62.52
1992293,20147019595,https://hsip.dot.state.oh.us/report/?docnbr=20147019595,2014,6,SPICUS00023**C,S,PIC,US,7.36,39.583146,-82.952943,15077,1,0,0,0,0,3,0,2,6,N,Y,2,,99999,3,H,D,4,3,N,N,Y,80,CIRCLEVILLE TOWNSHIP,3,2350,7,1,99,1,5,1,0,0,0,0,0,0,0,0,0,Y,N,CIRCLEVILLE,,,,,US,23,,,SPERRY,DR,,,,,,,1,AC02140090,Y,1,4,3,NT,4,7,1,3,55,1,2,,0,20,,,,,,,20,M,1,1,1,2,1,2,NT,4,3,1,50,60,1,1,,20,,,,,,,47,M,1,1,1,,,,,,,,,,,,,,,,,,,62.52
1999152,20147026461,https://hsip.dot.state.oh.us/report/?docnbr=20147026461,2014,6,SPICUS00023**C,S,PIC,US,7.36,39.583146,-82.952943,15077,1,0,0,0,0,3,0,2,5,N,Y,2,,99999,3,H,D,4,3,N,N,Y,80,CIRCLEVILLE TOWNSHIP,3,1842,1,1,1,9,1,1,0,0,0,0,0,0,0,0,0,N,N,CIRCLEVILLE,,,,,US,23,,,SPERRY,DR,,,,,,,1,AC03140055,N,1,2,1,NT,4,17,1,50,60,1,99,,0,20,,,,,,,43,F,1,1,1,2,3,1,RT,4,2,1,10,60,8,99,,20,,,,,,,58,M,1,1,1,,,,,,,,,,,,,,,,,,,62.52
1785111,20144011494,https://hsip.dot.state.oh.us/report/?docnbr=20144011494,2014,6,SPICUS00023**C,S,PIC,US,12.64,39.658199,-82.959206,15077,1,0,0,0,0,2,0,2,18,N,N,9,,99999,3,H,D,4,2,N,N,Y,80,CIRCLEVILLE TOWNSHIP,3,2005,5,1,1,9,5,1,0,0,0,0,0,0,0,0,0,Y,N,CIRCLEVILLE (TOWNSHIP OF),,,,,US,23,,N,COURT,ST,,,,,,,1,AC03140025,Y,1,4,9,LT,12,4,1,5,60,6,7,,0,20,,,,,,,34,F,1,1,1,2,4,3,NT,12,7,1,,60,11,1,,20,,,,,,,19,M,1,1,1,,,,,,,,,,,,,,,,,,,67.8
1785445,20144011828,https://hsip.dot.state.oh.us/report/?docnbr=20144011828,2014,6,SPICSR00674**C,S,PIC,SR,4.37,39.700146,-82.833046,33978,2,0,0,0,1,0,0,1,9,N,N,1,,99999,4, ,U,2,3,N,N,Y,80,HARRISON TOWNSHIP,3,2238,2,2,1,9,5,1,0,0,0,0,0,0,0,0,0,N,N,HARRISON (TOWNSHIP OF),,,,,SR,674,,,2485,,,,,,,,3,AC03140032,Y,1,2,1,NT,12,7,1,45,55,1,1,,0,17,,,,,,,58,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77
1791073,20144017466,https://hsip.dot.state.oh.us/report/?docnbr=20144017466,2014,6,SPICSR00056**C,S,PIC,SR,23.09,39.565158,-82.885962,81550,2,0,0,0,1,0,0,1,13,Y,N,1,,99999,5, ,U,2,3,N,N,Y,80,WASHINGTON TOWNSHIP,3,1634,2,1,1,9,1,3,0,0,0,0,0,0,0,0,0,N,Y,WASHINGTON (TOWNSHIP OF),,,,,SR,56,,,TARLTON,RD,,,,,,,1,AC03140056,Y,1,4,3,NT,12,2,1,45,55,1,17,,40,8,40,,,,,,29,F,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.89
1980328,20147007623,https://hsip.dot.state.oh.us/report/?docnbr=20147007623,2014,6,SPICSR00056**C,S,PIC,SR,8.26,39.656536,-83.120862,53256,1,0,0,0,0,2,0,1,13,Y,N,10,,99999,5, ,U,2,3,N,N,Y,80,MUHLENBERG TOWNSHIP,1,1635,2,1,4,3,1,1,0,0,0,0,1,0,0,0,0,Y,N,MUHLENBERG,,,,,SR,56,,,PHERSON PIKE,PI,,,,,,,1,AC01140106,Y,1,3,2,LT,1,7,1,35,55,6,17,6,52,52,1,,,,,,15,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.06
1980316,20147007611,https://hsip.dot.state.oh.us/report/?docnbr=20147007611,2014,6,SPICSR00316**C,S,PIC,SR,5.13,39.706944,-83.097502,53256,3,0,0,1,0,0,0,1,16,Y,N,1,,99999,5, ,U,2,3,N,N,Y,80,MUHLENBERG TOWNSHIP,1,1650,4,1,1,9,1,1,0,1,0,0,0,0,0,0,0,N,N,MUHLENBERG,,,,,SR,316,,,MATVILLE,RD,,,,,,,1,AC01140001,Y,1,4,3,NT,12,6,1,35,55,1,17,,51,8,1,51,,,,,31,F,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.13
1822716,20146000734,https://hsip.dot.state.oh.us/report/?docnbr=20146000734,2014,6,CPICCR00034**C,C,PIC,CR,2.87,39.690951,-83.237498,99129,1,0,0,0,0,1,0,1,13,Y,N,1,,99999,7, ,U,2,0,N,N,N,80,PICKAWAY COUNTY,1,540,5,6,4,3,5,1,0,0,0,0,0,0,0,0,0,Y,N,PICKAWAY (COUNTY),,,,,CR,34,,,TR 182,RD,,,,,,,1,65-0002-65,Y,1,2,1,NT,12,7,1,20,55,1,17,,44,8,44,1,,,,,23,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87
1827869,20146005907,https://hsip.dot.state.oh.us/report/?docnbr=20146005907,2014,6,TPICTR00008**C,T,PIC,TR,6.45,39.732429,-82.888458,80598,1,0,0,0,0,1,0,1,13,Y,N,1,,99999,7, ,U,2,0,N,N,N,80,WALNUT TOWNSHIP,1,1659,5,6,4,3,3,3,0,0,0,0,1,0,0,0,0,Y,N,WALNUT (TOWNSHIP OF),,,,,TR,8,,S,SR 752,RD,,,,,,,1,65-0020-65,Y,1,1,2,NT,12,3,1,35,55,1,6,,30,9,48,30,,,,,20,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45
1831270,20146009316,https://hsip.dot.state.oh.us/report/?docnbr=20146009316,2014,6,SPICSR00104**C,S,PIC,SR,13.19,39.687839,-83.005505,37982,1,0,0,0,0,1,0,1,13,Y,N,1,,99999,5, ,U,2,3,N,N,Y,80,JACKSON TOWNSHIP,1,1245,5,1,1,3,1,2,0,0,0,0,1,0,0,0,0,Y,N,JACKSON (TOWNSHIP OF),,,,,SR,104,,,13,MP,,,,,,,2,65-0030-65,Y,1,2,1,NT,12,3,1,55,55,1,6,,46,8,44,46,,,,,20,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.72
1975852,20147003142,https://hsip.dot.state.oh.us/report/?docnbr=20147003142,2014,6,SPICSR00316**C,S,PIC,SR,7.13,39.716425,-83.062262,70870,3,0,0,1,0,0,0,1,13,Y,N,1,,99999,5, ,U,2,3,N,N,Y,80,SCIOTO TOWNSHIP,1,651,1,2,2,9,5,1,1,0,0,0,0,0,0,0,0,Y,Y,SCIOTO,,,,,SR,316,,,TURNEY CALDWELL,RD,,,,,,,1,AC01140073,Y,1,4,3,NT,1,3,1,35,55,1,17,,52,8,44,52,,,,,23,M,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.13
2013348,20147040661,https://hsip.dot.state.oh.us/report/?docnbr=20147040661,2014,6,SPICUS00023**C,S,PIC,US,6.23,39.567014,-82.954609,62484,1,0,0,0,0,3,0,3,1,N,Y,2,,99714,3,H,D,4,3,N,N,Y,80,PICKAWAY TOWNSHIP,6,1627,6,4,2,9,1,1,0,0,0,0,0,0,0,0,0,N,N,PICKAWAY,,,,,US,23,,,TARLTON,RD,,,,,,,1,AC06140049,Y,1,1,3,LT,4,3,1,10,60,6,2,,0,20,,,,,,,44,F,1,1,1,2,2,1,NT,4,8,22,45,60,1,1,,20,,,,,,,45,M,1,1,1,3,4,6,1,11,1,,23,,,,,,,,,,,61.39
2013353,20147040666,https://hsip.dot.state.oh.us/report/?docnbr=20147040666,2014,6,SPICUS00023**C,S,PIC,US,6.23,39.567014,-82.954609,15077,1,0,0,0,0,2,0,2,2,N,Y,1,,99714,3,H,D,4,3,N,N,Y,80,CIRCLEVILLE TOWNSHIP,6,1437,5,1,1,9,1,1,0,0,0,0,0,0,0,0,0,Y,N,CIRCLEVILLE,,,,,US,23,,,TARLTON,RD,,,,,,,1,AC06140067,Y,1,1,2,NT,4,3,1,30,60,1,9,,0,20,,,,,,,21,M,1,1,1,2,1,2,NT,4,2,1,25,60,1,1,,20,,,,,,,46,M,1,1,1,,,,,,,,,,,,,,,,,,,61.39
1817093,20144043531,https://hsip.dot.state.oh.us/report/?docnbr=20144043531,2014,6,SPICUS00023**C,S,PIC,US,16.98,39.714585,-82.98696,73068,1,0,0,0,0,3,0,2,6,N,Y,2,,99787,3,H,U,4,3,N,N,Y,80,SOUTH BLOOMFIELD,6,1639,2,1,1,9,1,1,0,0,0,0,0,0,0,0,0,Y,N,SOUTH BLOOMFIELD,,,,,US,23,,,NORTHUP,AV,,,,,,,1,6080214,Y,1,3,4,NT,4,3,1,15,35,1,2,,0,20,,,,,,,17,F,1,1,1,2,1,2,NT,4,7,1,20,35,1,1,,20,,,,,,,61,M,1,1,1,,,,,,,,,,,,,,,,,,,72.14
